"Statistic","Year","County","UNIT","VALUE"
"All Births","2003","Tipperary","Number",""
"All Births","2003","Galway City","Number","1038"
"All Births","2003","Leitrim","Number","352"
"All Births","2003","Mayo","Number","1579"
"All Births","2003","Roscommon","Number","623"
"All Births","2003","Sligo","Number","765"
"All Births","2003","Galway County","Number","2202"
"All Births","2003","Cavan","Number","794"
"All Births","2003","Donegal","Number","1988"
"All Births","2003","Monaghan","Number","662"
"All Births","2003","Outside the State","Number",""
"All Births","2004","State","Number","61972"
"All Births","2004","Dublin City","Number","6766"
"All Births","2004","Fingal","Number","4385"
"All Births","2004","Dun Laoghaire Rathdown","Number","2288"
"All Births","2004","South Dublin","Number","4454"
"All Births","2004","Wicklow","Number","2023"
"All Births","2004","Carlow","Number","793"
"All Births","2004","Kildare","Number","3390"
"All Births","2004","Kilkenny","Number","1130"
"All Births","2004","Laois","Number","1011"
"All Births","2004","Longford","Number","483"
"All Births","2004","Louth","Number","1662"
"All Births","2004","Meath","Number","2683"
"All Births","2004","Offaly","Number","1039"
"All Births","2004","Westmeath","Number","1263"
"All Births","2004","Wexford","Number","2002"
"All Births","2004","Waterford County","Number","914"
"All Births","2004","Waterford City","Number","717"
"All Births","2004","Clare","Number","1644"
"All Births","2004","Cork City","Number","1505"
"All Births","2004","Cork County","Number","5284"
"All Births","2004","Kerry","Number","1766"
"All Births","2004","Limerick City","Number","790"
"All Births","2004","Limerick County","Number","1726"
"All Births","2004","North Tipperary","Number","1006"
"All Births","2004","South Tipperary","Number","1083"
"All Births","2004","Tipperary","Number",""
"All Births","2004","Galway City","Number","939"
"All Births","2004","Leitrim","Number","365"
"All Births","2004","Mayo","Number","1608"
"All Births","2004","Roscommon","Number","674"
"All Births","2004","Sligo","Number","778"
"All Births","2004","Galway County","Number","2369"
"All Births","2004","Cavan","Number","857"
"All Births","2004","Donegal","Number","1909"
"All Births","2004","Monaghan","Number","666"
"All Births","2004","Outside the State","Number",""
"All Births","2005","State","Number","61372"
"All Births","2005","Dublin City","Number","6527"
"All Births","2005","Fingal","Number","4327"
"All Births","2005","Dun Laoghaire Rathdown","Number","2371"
"All Births","2005","South Dublin","Number","4163"
"All Births","2005","Wicklow","Number","1937"
"All Births","2005","Carlow","Number","821"
"All Births","2005","Kildare","Number","3195"
"All Births","2005","Kilkenny","Number","1129"
"All Births","2005","Laois","Number","928"
"All Births","2005","Longford","Number","486"
"All Births","2005","Louth","Number","1622"
"All Births","2005","Meath","Number","2704"
"All Births","2005","Offaly","Number","1007"
"All Births","2005","Westmeath","Number","1255"
"All Births","2005","Wexford","Number","1996"
"All Births","2005","Waterford County","Number","962"
"All Births","2005","Waterford City","Number","635"
"All Births","2005","Clare","Number","1654"
"All Births","2005","Cork City","Number","1465"
"All Births","2005","Cork County","Number","5427"
"All Births","2005","Kerry","Number","1729"
"All Births","2005","Limerick City","Number","850"
"All Births","2005","Limerick County","Number","1680"
"All Births","2005","North Tipperary","Number","1120"
"All Births","2005","South Tipperary","Number","1045"
"All Births","2005","Tipperary","Number",""
"All Births","2005","Galway City","Number","793"
"All Births","2005","Leitrim","Number","367"
"All Births","2005","Mayo","Number","1647"
"All Births","2005","Roscommon","Number","723"
"All Births","2005","Sligo","Number","753"
"All Births","2005","Galway County","Number","2492"
"All Births","2005","Cavan","Number","858"
"All Births","2005","Donegal","Number","1979"
"All Births","2005","Monaghan","Number","725"
"All Births","2005","Outside the State","Number",""
"All Births","2006","State","Number","65425"
"All Births","2006","Dublin City","Number","6548"
"All Births","2006","Fingal","Number","4777"
"All Births","2006","Dun Laoghaire Rathdown","Number","2396"
"All Births","2006","South Dublin","Number","4450"
"All Births","2006","Wicklow","Number","2203"
"All Births","2006","Carlow","Number","858"
"All Births","2006","Kildare","Number","3482"
"All Births","2006","Kilkenny","Number","1195"
"All Births","2006","Laois","Number","1061"
"All Births","2006","Longford","Number","565"
"All Births","2006","Louth","Number","1763"
"All Births","2006","Meath","Number","3020"
"All Births","2006","Offaly","Number","1104"
"All Births","2006","Westmeath","Number","1364"
"All Births","2006","Wexford","Number","2174"
"All Births","2006","Waterford County","Number","1115"
"All Births","2006","Waterford City","Number","631"
"All Births","2006","Clare","Number","1748"
"All Births","2006","Cork City","Number","1648"
"All Births","2006","Cork County","Number","5726"
"All Births","2006","Kerry","Number","1840"
"All Births","2006","Limerick City","Number","781"
"All Births","2006","Limerick County","Number","1972"
"All Births","2006","North Tipperary","Number","1050"
"All Births","2006","South Tipperary","Number","1068"
"All Births","2006","Tipperary","Number",""
"All Births","2006","Galway City","Number","909"
"All Births","2006","Leitrim","Number","404"
"All Births","2006","Mayo","Number","1662"
"All Births","2006","Roscommon","Number","741"
"All Births","2006","Sligo","Number","856"
"All Births","2006","Galway County","Number","2570"
"All Births","2006","Cavan","Number","1018"
"All Births","2006","Donegal","Number","2016"
"All Births","2006","Monaghan","Number","710"
"All Births","2006","Outside the State","Number",""
"All Births","2007","State","Number","71389"
"All Births","2007","Dublin City","Number","7330"
"All Births","2007","Fingal","Number","5289"
"All Births","2007","Dun Laoghaire Rathdown","Number","2637"
"All Births","2007","South Dublin","Number","4721"
"All Births","2007","Wicklow","Number","2391"
"All Births","2007","Carlow","Number","986"
"All Births","2007","Kildare","Number","3897"
"All Births","2007","Kilkenny","Number","1277"
"All Births","2007","Laois","Number","1284"
"All Births","2007","Longford","Number","594"
"All Births","2007","Louth","Number","1820"
"All Births","2007","Meath","Number","3506"
"All Births","2007","Offaly","Number","1182"
"All Births","2007","Westmeath","Number","1400"
"All Births","2007","Wexford","Number","2276"
"All Births","2007","Waterford County","Number","1033"
"All Births","2007","Waterford City","Number","762"
"All Births","2007","Clare","Number","1783"
"All Births","2007","Cork City","Number","1402"
"All Births","2007","Cork County","Number","6471"
"All Births","2007","Kerry","Number","2050"
"All Births","2007","Limerick City","Number","867"
"All Births","2007","Limerick County","Number","2093"
"All Births","2007","North Tipperary","Number","1243"
"All Births","2007","South Tipperary","Number","1186"
"All Births","2007","Tipperary","Number",""
"All Births","2007","Galway City","Number","1014"
"All Births","2007","Leitrim","Number","481"
"All Births","2007","Mayo","Number","1861"
"All Births","2007","Roscommon","Number","788"
"All Births","2007","Sligo","Number","916"
"All Births","2007","Galway County","Number","2788"
"All Births","2007","Cavan","Number","1091"
"All Births","2007","Donegal","Number","2156"
"All Births","2007","Monaghan","Number","814"
"All Births","2007","Outside the State","Number",""
"All Births","2008","State","Number","75173"
"All Births","2008","Dublin City","Number","7672"
"All Births","2008","Fingal","Number","5432"
"All Births","2008","Dun Laoghaire Rathdown","Number","2731"
"All Births","2008","South Dublin","Number","4666"
"All Births","2008","Wicklow","Number","2499"
"All Births","2008","Carlow","Number","1085"
"All Births","2008","Kildare","Number","3988"
"All Births","2008","Kilkenny","Number","1412"
"All Births","2008","Laois","Number","1362"
"All Births","2008","Longford","Number","725"
"All Births","2008","Louth","Number","1988"
"All Births","2008","Meath","Number","3599"
"All Births","2008","Offaly","Number","1262"
"All Births","2008","Westmeath","Number","1487"
"All Births","2008","Wexford","Number","2528"
"All Births","2008","Waterford County","Number","1060"
"All Births","2008","Waterford City","Number","894"
"All Births","2008","Clare","Number","1841"
"All Births","2008","Cork City","Number","1610"
"All Births","2008","Cork County","Number","6800"
"All Births","2008","Kerry","Number","2064"
"All Births","2008","Limerick City","Number","935"
"All Births","2008","Limerick County","Number","2213"
"All Births","2008","North Tipperary","Number","1257"
"All Births","2008","South Tipperary","Number","1241"
"All Births","2008","Tipperary","Number",""
"All Births","2008","Galway City","Number","1059"
"All Births","2008","Leitrim","Number","511"
"All Births","2008","Mayo","Number","1892"
"All Births","2008","Roscommon","Number","907"
"All Births","2008","Sligo","Number","964"
"All Births","2008","Galway County","Number","3088"
"All Births","2008","Cavan","Number","1265"
"All Births","2008","Donegal","Number","2255"
"All Births","2008","Monaghan","Number","881"
"All Births","2008","Outside the State","Number",""
"All Births","2009","State","Number","75554"
"All Births","2009","Dublin City","Number","7986"
"All Births","2009","Fingal","Number","5511"
"All Births","2009","Dun Laoghaire Rathdown","Number","2884"
"All Births","2009","South Dublin","Number","4659"
"All Births","2009","Wicklow","Number","2463"
"All Births","2009","Carlow","Number","997"
"All Births","2009","Kildare","Number","4012"
"All Births","2009","Kilkenny","Number","1421"
"All Births","2009","Laois","Number","1403"
"All Births","2009","Longford","Number","718"
"All Births","2009","Louth","Number","1898"
"All Births","2009","Meath","Number","3517"
"All Births","2009","Offaly","Number","1263"
"All Births","2009","Westmeath","Number","1487"
"All Births","2009","Wexford","Number","2415"
"All Births","2009","Waterford County","Number","1036"
"All Births","2009","Waterford City","Number","841"
"All Births","2009","Clare","Number","1900"
"All Births","2009","Cork City","Number","1757"
"All Births","2009","Cork County","Number","6807"
"All Births","2009","Kerry","Number","2171"
"All Births","2009","Limerick City","Number","879"
"All Births","2009","Limerick County","Number","2304"
"All Births","2009","North Tipperary","Number","1243"
"All Births","2009","South Tipperary","Number","1354"
"All Births","2009","Tipperary","Number",""
"All Births","2009","Galway City","Number","1045"
"All Births","2009","Leitrim","Number","488"
"All Births","2009","Mayo","Number","1827"
"All Births","2009","Roscommon","Number","924"
"All Births","2009","Sligo","Number","990"
"All Births","2009","Galway County","Number","2935"
"All Births","2009","Cavan","Number","1233"
"All Births","2009","Donegal","Number","2347"
"All Births","2009","Monaghan","Number","839"
"All Births","2009","Outside the State","Number",""
"All Births","2010","State","Number","75174"
"All Births","2010","Dublin City","Number","8236"
"All Births","2010","Fingal","Number","5542"
"All Births","2010","Dun Laoghaire Rathdown","Number","2828"
"All Births","2010","South Dublin","Number","4809"
"All Births","2010","Wicklow","Number","2554"
"All Births","2010","Carlow","Number","990"
"All Births","2010","Kildare","Number","3994"
"All Births","2010","Kilkenny","Number","1456"
"All Births","2010","Laois","Number","1426"
"All Births","2010","Longford","Number","680"
"All Births","2010","Louth","Number","1967"
"All Births","2010","Meath","Number","3603"
"All Births","2010","Offaly","Number","1233"
"All Births","2010","Westmeath","Number","1509"
"All Births","2010","Wexford","Number","2290"
"All Births","2010","Waterford County","Number","999"
"All Births","2010","Waterford City","Number","868"
